key,fork_name,fork_idx,jagt_idx,cp_best_idx,cp_orig_idx,kb_idx,cp_best_steady,cp_best_false_unsteady,cp_best_abs_err,cp_best_signed_err,cp_orig_steady,cp_orig_false_unsteady,cp_orig_abs_err,cp_orig_signed_err,kb_steady,kb_false_unsteady,kb_abs_err,kb_signed_err
prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlatten#blockSize=100000&nestedLevel=2&numberOfIterations=1&reuseArrays=true.json_0,prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlatten#blockSize=100000&nestedLevel=2&numberOfIterations=1&reuseArrays=true.json,0,255,0,0,15,True,False,255.0,-255.0,True,False,255.0,-255.0,True,False,240.0,-240.0
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#.json_0,apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#.json,0,207,6,6,208,True,False,201.0,-201.0,True,False,201.0,-201.0,True,False,1.0,1.0
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#.json_0,cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#.json,0,20,7,7,15,True,False,13.0,-13.0,True,False,13.0,-13.0,True,False,5.0,-5.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=100.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=100.json,0,8,14,2,15,True,False,6.0,6.0,True,False,6.0,-6.0,True,False,7.0,7.0
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=1&size=3.json_0,eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=1&size=3.json,0,204,338,192,351,True,False,134.0,134.0,True,False,12.0,-12.0,True,False,147.0,147.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=100.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=100.json,0,115,1,1,15,True,False,114.0,-114.0,True,False,114.0,-114.0,True,False,100.0,-100.0
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferIntVector#.json_0,apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferIntVector#.json,0,674,2,11,15,True,False,672.0,-672.0,True,False,663.0,-663.0,True,False,659.0,-659.0
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=1&size=100.json_0,eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=1&size=100.json,0,131,124,124,40,True,False,7.0,-7.0,True,False,7.0,-7.0,True,False,91.0,-91.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=200.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=200.json,0,399,0,1,15,True,False,399.0,-399.0,True,False,398.0,-398.0,True,False,384.0,-384.0
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#.json_0,imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#.json,0,253,0,0,15,True,False,253.0,-253.0,True,False,253.0,-253.0,True,False,238.0,-238.0
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_samp&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH.json_0,apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_samp&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH.json,0,459,1,1,404,True,False,458.0,-458.0,True,False,458.0,-458.0,True,False,55.0,-55.0
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet#size=10.json_0,hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet#size=10.json,0,413,72,2253,73,True,False,341.0,-341.0,True,False,1840.0,1840.0,True,False,340.0,-340.0
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_deserialize_1_int_field#.json_0,protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_deserialize_1_int_field#.json,0,460,0,1,15,True,False,460.0,-460.0,True,False,459.0,-459.0,True,False,445.0,-445.0
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=1&messageSize=100&messageVersion=1.json_0,apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=1&messageSize=100&messageVersion=1.json,0,456,176,109,69,True,False,280.0,-280.0,True,False,347.0,-347.0,True,False,387.0,-387.0
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest#.json_0,zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest#.json,0,283,145,277,278,True,False,138.0,-138.0,True,False,6.0,-6.0,True,False,5.0,-5.0
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.codahaleCounterDecBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.codahaleCounterDecBenchmark#.json,0,286,0,1,180,True,False,286.0,-286.0,True,False,285.0,-285.0,True,False,106.0,-106.0
netty__netty#io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAscii#direct=true&length=8.json_0,netty__netty#io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAscii#direct=true&length=8.json,0,456,342,342,88,True,False,114.0,-114.0,True,False,114.0,-114.0,True,False,368.0,-368.0
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#.json_0,crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#.json,0,903,8,8,0,True,False,895.0,-895.0,True,False,895.0,-895.0,True,False,903.0,-903.0
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.codahaleHistogramBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.codahaleHistogramBenchmark#.json,0,113,0,0,0,True,False,113.0,-113.0,True,False,113.0,-113.0,True,False,113.0,-113.0
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16.json_0,hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16.json,0,285,0,1446,756,True,False,285.0,-285.0,True,False,1161.0,1161.0,True,False,471.0,471.0
prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithoutFlatten#blockSize=100000&nestedLevel=4&numberOfIterations=1000.json_0,prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithoutFlatten#blockSize=100000&nestedLevel=4&numberOfIterations=1000.json,0,1400,0,0,0,True,False,1400.0,-1400.0,True,False,1400.0,-1400.0,True,False,1400.0,-1400.0
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#.json,0,256,0,1,15,True,False,256.0,-256.0,True,False,255.0,-255.0,True,False,241.0,-241.0
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=GZIP&maxBatchSize=50&messageSize=1000&messageVersion=2.json_0,apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=GZIP&maxBatchSize=50&messageSize=1000&messageVersion=2.json,0,637,0,0,15,True,False,637.0,-637.0,True,False,637.0,-637.0,True,False,622.0,-622.0
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO.json_0,netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO.json,0,230,0,0,151,True,False,230.0,-230.0,True,False,230.0,-230.0,True,False,79.0,-79.0
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_deserialize_1_int_field#.json_0,protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_deserialize_1_int_field#.json,0,355,175,64,313,True,False,180.0,-180.0,True,False,291.0,-291.0,True,False,42.0,-42.0
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5.json_0,RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5.json,0,327,320,320,15,True,False,7.0,-7.0,True,False,7.0,-7.0,True,False,312.0,-312.0
zalando__logbook#org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType2#.json_0,zalando__logbook#org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType2#.json,0,282,1,1,15,True,False,281.0,-281.0,True,False,281.0,-281.0,True,False,267.0,-267.0
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#.json_0,raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#.json,0,183,44,713,15,True,False,139.0,-139.0,True,False,530.0,530.0,True,False,168.0,-168.0
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.gradient_better#.json_0,imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.gradient_better#.json,0,515,0,0,15,True,False,515.0,-515.0,True,False,515.0,-515.0,True,False,500.0,-500.0
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params#.json_0,apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params#.json,0,243,132,28,15,True,False,111.0,-111.0,True,False,215.0,-215.0,True,False,228.0,-228.0
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue.json_0,JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue.json,0,1978,1965,1965,2096,True,False,13.0,-13.0,True,False,13.0,-13.0,True,False,118.0,118.0
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=false&processMode=HASH.json_0,apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=false&processMode=HASH.json,0,267,0,0,15,True,False,267.0,-267.0,True,False,267.0,-267.0,True,False,252.0,-252.0
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline#limit=128000.json_0,JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline#limit=128000.json,0,486,0,2,0,True,False,486.0,-486.0,True,False,484.0,-484.0,True,False,486.0,-486.0
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16.json_0,eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16.json,0,144,0,39,15,True,False,144.0,-144.0,True,False,105.0,-105.0,True,False,129.0,-129.0
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#.json,0,535,307,168,350,True,False,228.0,-228.0,True,False,367.0,-367.0,True,False,185.0,-185.0
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#.json_0,hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#.json,0,722,1,1,15,True,False,721.0,-721.0,True,False,721.0,-721.0,True,False,707.0,-707.0
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16.json_0,hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16.json,0,16,0,5,15,True,False,16.0,-16.0,True,False,11.0,-11.0,True,False,1.0,-1.0
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=true&processMode=HASH.json_0,apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=true&processMode=HASH.json,0,275,1,1,15,True,False,274.0,-274.0,True,False,274.0,-274.0,True,False,260.0,-260.0
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2.json_0,HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2.json,0,3,0,0,15,True,False,3.0,-3.0,True,False,3.0,-3.0,True,False,12.0,12.0
jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.attach#.json_0,jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.attach#.json,0,349,2229,-1,15,True,False,1880.0,1880.0,False,True,,,True,False,334.0,-334.0
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLong#.json_0,apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLong#.json,0,431,70,-1,15,True,False,361.0,-361.0,False,True,,,True,False,416.0,-416.0
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=false&loadFactor=0.55&size=8750000.json_0,eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=false&loadFactor=0.55&size=8750000.json,0,68,0,0,0,True,False,68.0,-68.0,True,False,68.0,-68.0,True,False,68.0,-68.0
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true.json_0,JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true.json,0,1941,1934,1934,2000,True,False,7.0,-7.0,True,False,7.0,-7.0,True,False,59.0,59.0
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument#.json_0,apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument#.json,0,213,21,10,15,True,False,192.0,-192.0,True,False,203.0,-203.0,True,False,198.0,-198.0
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#.json_0,eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#.json,0,312,78,1,15,True,False,234.0,-234.0,True,False,311.0,-311.0,True,False,297.0,-297.0
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25.json_0,RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25.json,0,578,0,0,105,True,False,578.0,-578.0,True,False,578.0,-578.0,True,False,473.0,-473.0
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy#.json_0,raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy#.json,0,225,64,64,15,True,False,161.0,-161.0,True,False,161.0,-161.0,True,False,210.0,-210.0
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth#matches=3&size=3.json_0,eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth#matches=3&size=3.json,0,254,103,103,15,True,False,151.0,-151.0,True,False,151.0,-151.0,True,False,239.0,-239.0
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1.json_0,RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1.json,0,1557,1552,1552,-1,True,False,5.0,-5.0,True,False,5.0,-5.0,False,True,,
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16.json_0,hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16.json,0,38,0,0,114,True,False,38.0,-38.0,True,False,38.0,-38.0,True,False,76.0,76.0
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3.json_0,HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3.json,0,157,0,1568,1659,True,False,157.0,-157.0,True,False,1411.0,1411.0,True,False,1502.0,1502.0
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#.json_0,openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#.json,0,708,0,0,28,True,False,708.0,-708.0,True,False,708.0,-708.0,True,False,680.0,-680.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.parametrizedR2dbc#resultSize=200.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.parametrizedR2dbc#resultSize=200.json,0,12,8,174,8,True,False,4.0,-4.0,True,False,162.0,162.0,True,False,4.0,-4.0
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2.json_0,HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2.json,0,12,0,0,15,True,False,12.0,-12.0,True,False,12.0,-12.0,True,False,3.0,3.0
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryChildBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryChildBenchmark#.json,0,361,0,0,0,True,False,361.0,-361.0,True,False,361.0,-361.0,True,False,361.0,-361.0
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=1&size=3.json_0,eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=1&size=3.json,0,445,12,12,427,True,False,433.0,-433.0,True,False,433.0,-433.0,True,False,18.0,-18.0
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonResponse#.json_0,zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonResponse#.json,0,276,271,29,15,True,False,5.0,-5.0,True,False,247.0,-247.0,True,False,261.0,-261.0
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=longestjHiccupLine&numberOfSignificantValueDigits=2.json_0,HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=longestjHiccupLine&numberOfSignificantValueDigits=2.json,0,382,101,101,15,True,False,281.0,-281.0,True,False,281.0,-281.0,True,False,367.0,-367.0
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache#.json_0,apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache#.json,0,302,1466,2472,-1,True,False,1164.0,1164.0,True,False,2170.0,2170.0,False,True,,
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithTIF#.json_0,cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithTIF#.json,0,12,37,37,15,True,False,25.0,25.0,True,False,25.0,25.0,True,False,3.0,3.0
JCTools__JCTools#org.jctools.jmh.collections.SetOps.add#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet.json_0,JCTools__JCTools#org.jctools.jmh.collections.SetOps.add#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet.json,0,287,0,0,56,True,False,287.0,-287.0,True,False,287.0,-287.0,True,False,231.0,-231.0
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine#.json_0,apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine#.json,0,226,1,1,15,True,False,225.0,-225.0,True,False,225.0,-225.0,True,False,211.0,-211.0
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=sum&dataType=bigint&evalMode=PARTIAL2&hasNulls=true&isRepeating=true&processMode=HASH.json_0,apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=sum&dataType=bigint&evalMode=PARTIAL2&hasNulls=true&isRepeating=true&processMode=HASH.json,0,2170,0,1,15,True,False,2170.0,-2170.0,True,False,2169.0,-2169.0,True,False,2155.0,-2155.0
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_pop&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=true&processMode=GLOBAL.json_0,apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_pop&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=true&processMode=GLOBAL.json,0,413,0,0,281,True,False,413.0,-413.0,True,False,413.0,-413.0,True,False,132.0,-132.0
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=HASH.json_0,apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=HASH.json,0,702,0,0,15,True,False,702.0,-702.0,True,False,702.0,-702.0,True,False,687.0,-687.0
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark2#.json_0,imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark2#.json,0,362,351,351,0,True,False,11.0,-11.0,True,False,11.0,-11.0,True,False,362.0,-362.0
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100.json_0,eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100.json,0,141,0,0,15,True,False,141.0,-141.0,True,False,141.0,-141.0,True,False,126.0,-126.0
netty__netty#io.netty.microbenchmark.common.IsValidIpV6Benchmark.isValidIpV6AddressOld#ip=0:0:0:0:0:0:10.0.0.1.json_0,netty__netty#io.netty.microbenchmark.common.IsValidIpV6Benchmark.isValidIpV6AddressOld#ip=0:0:0:0:0:0:10.0.0.1.json,0,327,0,0,15,True,False,327.0,-327.0,True,False,327.0,-327.0,True,False,312.0,-312.0
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=false&directByteBuff=false&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=36.json_0,netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=false&directByteBuff=false&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=36.json,0,389,0,0,15,True,False,389.0,-389.0,True,False,389.0,-389.0,True,False,374.0,-374.0
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#.json_0,apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#.json,0,6,53,292,15,True,False,47.0,47.0,True,False,286.0,286.0,True,False,9.0,9.0
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#.json_0,apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#.json,0,1835,0,0,806,True,False,1835.0,-1835.0,True,False,1835.0,-1835.0,True,False,1029.0,-1029.0
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1024&pooled=true.json_0,netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1024&pooled=true.json,0,837,144,743,744,True,False,693.0,-693.0,True,False,94.0,-94.0,True,False,93.0,-93.0
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#.json_0,raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#.json,0,104,266,266,15,True,False,162.0,162.0,True,False,162.0,162.0,True,False,89.0,-89.0
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#.json_0,hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#.json,0,132,1,978,15,True,False,131.0,-131.0,True,False,846.0,846.0,True,False,117.0,-117.0
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000.json_0,protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000.json,0,142,134,2490,0,True,False,8.0,-8.0,True,False,2348.0,2348.0,True,False,142.0,-142.0
