key,fork_name,fork_idx,jagt_idx,cp_best_idx,cp_orig_idx,kb_idx,cp_best_steady,cp_best_false_unsteady,cp_best_abs_err,cp_best_signed_err,cp_orig_steady,cp_orig_false_unsteady,cp_orig_abs_err,cp_orig_signed_err,kb_steady,kb_false_unsteady,kb_abs_err,kb_signed_err
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7.json_0,netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7.json,0,590,0,1,15,True,False,590.0,-590.0,True,False,589.0,-589.0,True,False,575.0,-575.0
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor#.json_0,raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor#.json,0,331,11,4,15,True,False,320.0,-320.0,True,False,327.0,-327.0,True,False,316.0,-316.0
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenRangePerf.observable#times=1000.json_0,ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenRangePerf.observable#times=1000.json,0,2538,0,2381,2500,True,False,2538.0,-2538.0,True,False,157.0,-157.0,True,False,38.0,-38.0
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1.json_0,protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1.json,0,205,0,199,15,True,False,205.0,-205.0,True,False,6.0,-6.0,True,False,190.0,-190.0
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#.json_0,raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#.json,0,238,1989,-1,97,True,False,1751.0,1751.0,False,True,,,True,False,141.0,-141.0
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#.json_0,apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#.json,0,735,0,1675,57,True,False,735.0,-735.0,True,False,940.0,940.0,True,False,678.0,-678.0
prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlatten#blockSize=10000&nestedLevel=1&numberOfIterations=10&reuseArrays=true.json_0,prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlatten#blockSize=10000&nestedLevel=1&numberOfIterations=10&reuseArrays=true.json,0,57,24,24,-1,True,False,33.0,-33.0,True,False,33.0,-33.0,False,True,,
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetNumImages#.json_0,cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetNumImages#.json,0,274,0,271,0,True,False,274.0,-274.0,True,False,3.0,-3.0,True,False,274.0,-274.0
jgrapht__jgrapht#org.jgrapht.perf.connectivity.TreeDynamicConnectivityPerformanceTest.testTreeDynamicConnectivity#treeSize=1000.json_0,jgrapht__jgrapht#org.jgrapht.perf.connectivity.TreeDynamicConnectivityPerformanceTest.testTreeDynamicConnectivity#treeSize=1000.json,0,516,0,51,29,True,False,516.0,-516.0,True,False,465.0,-465.0,True,False,487.0,-487.0
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2.json_0,HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2.json,0,9,0,0,15,True,False,9.0,-9.0,True,False,9.0,-9.0,True,False,6.0,6.0
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark3#.json_0,imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark3#.json,0,405,401,401,0,True,False,4.0,-4.0,True,False,4.0,-4.0,True,False,405.0,-405.0
prestodb__presto#com.facebook.presto.operator.BenchmarkWindowOperator.benchmark#numberOfPregroupedColumns=2&partitionsPerGroup=100&rowsPerPartition=10.json_0,prestodb__presto#com.facebook.presto.operator.BenchmarkWindowOperator.benchmark#numberOfPregroupedColumns=2&partitionsPerGroup=100&rowsPerPartition=10.json,0,362,108,108,67,True,False,254.0,-254.0,True,False,254.0,-254.0,True,False,295.0,-295.0
eclipse__jetty.project#org.eclipse.jetty.http.jmh.HttpMethodBenchmark.testMapGet#.json_0,eclipse__jetty.project#org.eclipse.jetty.http.jmh.HttpMethodBenchmark.testMapGet#.json,0,365,160,0,88,True,False,205.0,-205.0,True,False,365.0,-365.0,True,False,277.0,-277.0
zalando__logbook#org.zalando.logbook.HeaderBenchmark.replace2xRequest#.json_0,zalando__logbook#org.zalando.logbook.HeaderBenchmark.replace2xRequest#.json,0,392,172,71,72,True,False,220.0,-220.0,True,False,321.0,-321.0,True,False,320.0,-320.0
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib#.json_0,raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib#.json,0,221,537,1110,0,True,False,316.0,316.0,True,False,889.0,889.0,True,False,221.0,-221.0
netty__netty#io.netty.buffer.AbstractByteBufGetCharSequenceBenchmark.getCharSequence#bufferType=COMPOSITE&charsetName=US-ASCII&size=8.json_0,netty__netty#io.netty.buffer.AbstractByteBufGetCharSequenceBenchmark.getCharSequence#bufferType=COMPOSITE&charsetName=US-ASCII&size=8.json,0,466,0,1,15,True,False,466.0,-466.0,True,False,465.0,-465.0,True,False,451.0,-451.0
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean.json_0,h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean.json,0,33,2,72,2015,True,False,31.0,-31.0,True,False,39.0,39.0,True,False,1982.0,1982.0
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#.json_0,hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#.json,0,690,45,45,15,True,False,645.0,-645.0,True,False,645.0,-645.0,True,False,675.0,-675.0
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=100&qType=SpscArrayQueue.json_0,JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=100&qType=SpscArrayQueue.json,0,2653,-1,-1,2650,False,True,,,False,True,,,True,False,3.0,-3.0
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000.json_0,ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000.json,0,927,281,151,153,True,False,646.0,-646.0,True,False,776.0,-776.0,True,False,774.0,-774.0
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=50&messageSize=100000&messageVersion=1.json_0,apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=50&messageSize=100000&messageVersion=1.json,0,298,64,2202,0,True,False,234.0,-234.0,True,False,1904.0,1904.0,True,False,298.0,-298.0
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0.json_0,eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0.json,0,927,2,2,15,True,False,925.0,-925.0,True,False,925.0,-925.0,True,False,912.0,-912.0
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD#.json_0,apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD#.json,0,181,0,0,35,True,False,181.0,-181.0,True,False,181.0,-181.0,True,False,146.0,-146.0
netty__netty#io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopy#charsInitSize=64&simulatedDataSize=10000.json_0,netty__netty#io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopy#charsInitSize=64&simulatedDataSize=10000.json,0,214,267,-1,0,True,False,53.0,53.0,False,True,,,True,False,214.0,-214.0
zalando__logbook#org.zalando.logbook.HeaderBenchmark.replace1xResponse#.json_0,zalando__logbook#org.zalando.logbook.HeaderBenchmark.replace1xResponse#.json,0,197,185,103,53,True,False,12.0,-12.0,True,False,94.0,-94.0,True,False,144.0,-144.0
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#.json_0,apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#.json,0,345,0,326,276,True,False,345.0,-345.0,True,False,19.0,-19.0,True,False,69.0,-69.0
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_1_int_field#.json_0,protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_1_int_field#.json,0,184,0,0,15,True,False,184.0,-184.0,True,False,184.0,-184.0,True,False,169.0,-169.0
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7.json_0,netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7.json,0,273,0,0,15,True,False,273.0,-273.0,True,False,273.0,-273.0,True,False,258.0,-258.0
zalando__logbook#org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType3#.json_0,zalando__logbook#org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType3#.json,0,111,0,1,15,True,False,111.0,-111.0,True,False,110.0,-110.0,True,False,96.0,-96.0
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#.json_0,raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#.json,0,122,15,282,260,True,False,107.0,-107.0,True,False,160.0,160.0,True,False,138.0,138.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=1.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=1.json,0,387,260,627,372,True,False,127.0,-127.0,True,False,240.0,240.0,True,False,15.0,-15.0
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#.json_0,apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#.json,0,16,6,6,15,True,False,10.0,-10.0,True,False,10.0,-10.0,True,False,1.0,-1.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.parametrizedR2dbc#resultSize=1.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.parametrizedR2dbc#resultSize=1.json,0,21,14,158,15,True,False,7.0,-7.0,True,False,137.0,137.0,True,False,6.0,-6.0
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterChildIncBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterChildIncBenchmark#.json,0,387,0,1,0,True,False,387.0,-387.0,True,False,386.0,-386.0,True,False,387.0,-387.0
prestodb__presto#com.facebook.presto.operator.repartition.BenchmarkPartitionedOutputOperator.optimizedAddPage#channelCount=1&enableCompression=true&hasNull=true&type=LONG_DECIMAL.json_0,prestodb__presto#com.facebook.presto.operator.repartition.BenchmarkPartitionedOutputOperator.optimizedAddPage#channelCount=1&enableCompression=true&hasNull=true&type=LONG_DECIMAL.json,0,471,5,5,105,True,False,466.0,-466.0,True,False,466.0,-466.0,True,False,366.0,-366.0
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testGetNumImages#.json_0,cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testGetNumImages#.json,0,42,0,0,15,True,False,42.0,-42.0,True,False,42.0,-42.0,True,False,27.0,-27.0
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#.json_0,eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#.json,0,205,146,1271,15,True,False,59.0,-59.0,True,False,1066.0,1066.0,True,False,190.0,-190.0
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#.json_0,apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#.json,0,181,2,2,15,True,False,179.0,-179.0,True,False,179.0,-179.0,True,False,166.0,-166.0
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#.json_0,eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#.json,0,618,3,1331,15,True,False,615.0,-615.0,True,False,713.0,713.0,True,False,603.0,-603.0
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#.json,0,2690,0,-1,15,True,False,2690.0,-2690.0,False,True,,,True,False,2675.0,-2675.0
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildIncBenchmark#.json_0,prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildIncBenchmark#.json,0,506,1,1,15,True,False,505.0,-505.0,True,False,505.0,-505.0,True,False,491.0,-491.0
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat#.json_0,apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat#.json,0,665,0,-1,15,True,False,665.0,-665.0,False,True,,,True,False,650.0,-650.0
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_10_int_field#.json_0,protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_10_int_field#.json,0,219,0,0,15,True,False,219.0,-219.0,True,False,219.0,-219.0,True,False,204.0,-204.0
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#.json_0,eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#.json,0,1430,39,1,0,True,False,1391.0,-1391.0,True,False,1429.0,-1429.0,True,False,1430.0,-1430.0
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_serialize_1_int_field#.json_0,protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_serialize_1_int_field#.json,0,479,0,1,15,True,False,479.0,-479.0,True,False,478.0,-478.0,True,False,464.0,-464.0
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5.json_0,RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5.json,0,493,0,0,513,True,False,493.0,-493.0,True,False,493.0,-493.0,True,False,20.0,20.0
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3.json_0,HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3.json,0,300,-1,-1,421,False,True,,,False,True,,,True,False,121.0,121.0
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#.json_0,cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#.json,0,57,23,23,161,True,False,34.0,-34.0,True,False,34.0,-34.0,True,False,104.0,104.0
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#.json_0,cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#.json,0,275,10,10,317,True,False,265.0,-265.0,True,False,265.0,-265.0,True,False,42.0,42.0
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=var_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=GLOBAL.json_0,apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=var_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=GLOBAL.json,0,645,0,0,15,True,False,645.0,-645.0,True,False,645.0,-645.0,True,False,630.0,-630.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=200.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=200.json,0,12,8,351,7,True,False,4.0,-4.0,True,False,339.0,339.0,True,False,5.0,-5.0
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sumOfjHiccupLines&numberOfSignificantValueDigits=3.json_0,HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sumOfjHiccupLines&numberOfSignificantValueDigits=3.json,0,193,179,-1,82,True,False,14.0,-14.0,False,True,,,True,False,111.0,-111.0
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=500&messageSize=100&messageVersion=1.json_0,apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=500&messageSize=100&messageVersion=1.json,0,472,68,68,15,True,False,404.0,-404.0,True,False,404.0,-404.0,True,False,457.0,-457.0
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#.json_0,eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#.json,0,212,0,97,15,True,False,212.0,-212.0,True,False,115.0,-115.0,True,False,197.0,-197.0
openzipkin__zipkin#zipkin2.SpanBenchmarks.padLeft_17Chars#.json_0,openzipkin__zipkin#zipkin2.SpanBenchmarks.padLeft_17Chars#.json,0,885,-1,-1,44,False,True,,,False,True,,,True,False,841.0,-841.0
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0.json_0,eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0.json,0,322,8,8,15,True,False,314.0,-314.0,True,False,314.0,-314.0,True,False,307.0,-307.0
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1.json_0,apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1.json,0,39,2,404,15,True,False,37.0,-37.0,True,False,365.0,365.0,True,False,24.0,-24.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=200.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=200.json,0,141,0,2,15,True,False,141.0,-141.0,True,False,139.0,-139.0,True,False,126.0,-126.0
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithBufferedImageAndNativeMetadata#.json_0,cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithBufferedImageAndNativeMetadata#.json,0,696,54,7,15,True,False,642.0,-642.0,True,False,689.0,-689.0,True,False,681.0,-681.0
imglib__imglib2#net.imglib2.parallel.ParallelizationBenchmark.multiThreaded#.json_0,imglib__imglib2#net.imglib2.parallel.ParallelizationBenchmark.multiThreaded#.json,0,162,25,25,15,True,False,137.0,-137.0,True,False,137.0,-137.0,True,False,147.0,-147.0
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#.json_0,crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#.json,0,7,7,212,15,True,False,0.0,0.0,True,False,205.0,205.0,True,False,8.0,8.0
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphSONMapperBenchmark.readBytecode2#.json_0,apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphSONMapperBenchmark.readBytecode2#.json,0,712,92,363,15,True,False,620.0,-620.0,True,False,349.0,-349.0,True,False,697.0,-697.0
openzipkin__zipkin#zipkin2.elasticsearch.internal.BulkRequestBenchmarks.writeRequest_singleSpan#.json_0,openzipkin__zipkin#zipkin2.elasticsearch.internal.BulkRequestBenchmarks.writeRequest_singleSpan#.json,0,11,1,1,15,True,False,10.0,-10.0,True,False,10.0,-10.0,True,False,4.0,4.0
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=3&size=100.json_0,eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=3&size=100.json,0,456,277,198,15,True,False,179.0,-179.0,True,False,258.0,-258.0,True,False,441.0,-441.0
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleR2dbc#.json_0,r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleR2dbc#.json,0,17,16,203,13,True,False,1.0,-1.0,True,False,186.0,186.0,True,False,4.0,-4.0
apache__camel#org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionIntToLong#.json_0,apache__camel#org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionIntToLong#.json,0,280,0,0,15,True,False,280.0,-280.0,True,False,280.0,-280.0,True,False,265.0,-265.0
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#.json_0,apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#.json,0,518,0,0,482,True,False,518.0,-518.0,True,False,518.0,-518.0,True,False,36.0,-36.0
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000.json_0,ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000.json,0,2264,0,0,15,True,False,2264.0,-2264.0,True,False,2264.0,-2264.0,True,False,2249.0,-2249.0
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_deserialize_10_int_field#.json_0,protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_deserialize_10_int_field#.json,0,1424,639,1421,121,True,False,785.0,-785.0,True,False,3.0,-3.0,True,False,1303.0,-1303.0
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=1000.json_0,eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=1000.json,0,555,0,0,1003,True,False,555.0,-555.0,True,False,555.0,-555.0,True,False,448.0,448.0
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#.json_0,eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#.json,0,522,0,0,15,True,False,522.0,-522.0,True,False,522.0,-522.0,True,False,507.0,-507.0
imglib__imglib2#net.imglib2.parallel.ParallelizationBenchmark.fixedThreadPool#.json_0,imglib__imglib2#net.imglib2.parallel.ParallelizationBenchmark.fixedThreadPool#.json,0,67,13,13,15,True,False,54.0,-54.0,True,False,54.0,-54.0,True,False,52.0,-52.0
openzipkin__zipkin#zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32#.json_0,openzipkin__zipkin#zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32#.json,0,420,0,0,1814,True,False,420.0,-420.0,True,False,420.0,-420.0,True,False,1394.0,1394.0
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#.json_0,eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#.json,0,501,1,1,15,True,False,500.0,-500.0,True,False,500.0,-500.0,True,False,486.0,-486.0
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#.json_0,apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#.json,0,513,1,1,0,True,False,512.0,-512.0,True,False,512.0,-512.0,True,False,513.0,-513.0
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#.json_0,imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#.json,0,647,641,641,15,True,False,6.0,-6.0,True,False,6.0,-6.0,True,False,632.0,-632.0
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteJsonTemplateLayout4JsonLayout#.json_0,apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteJsonTemplateLayout4JsonLayout#.json,0,38,0,0,515,True,False,38.0,-38.0,True,False,38.0,-38.0,True,False,477.0,477.0
prestodb__presto#com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStartLengthFromEnd#ascii=false&length=10.json_0,prestodb__presto#com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStartLengthFromEnd#ascii=false&length=10.json,0,7,178,185,15,True,False,171.0,171.0,True,False,178.0,178.0,True,False,8.0,8.0
